,Producto,Categoria,Precio_Unitario,Inventario_Disponible,Unidades_Vendidas,Marca,Oferta,Peso,Resolución,Conexión
1430,Laptop,Computadoras,791.1618123240169,19,9,MarcaA,True,1.251206279129129,Full HD,WiFi
1431,Tablet,Computadoras,870.2748371530253,43,1,MarcaB,True,1.3282868174062985,HD,WiFi
1432,Monitor,Monitores,835.5005543339962,14,5,MarcaC,False,0.664215334139189,4K,HDMI
1433,Teclado,Accesorios,1066.9235348099355,25,7,MarcaA,True,4.357917865392199,N/A,USB
1434,Mouse,Accesorios,381.5466311832068,33,4,MarcaB,False,2.878260293425261,N/A,USB
1435,Disco Duro,Almacenamiento,238.96566683448134,36,12,MarcaC,False,1.974916507491732,1TB,SATA
1436,Impresora,Impresoras,600.3089240685482,14,5,MarcaA,False,1.8030964822853361,N/A,USB
1437,Router,Redes,1116.0849915576407,17,2,MarcaB,True,2.951133334014139,N/A,WiFi
1438,Cámara Web,Accesorios,462.40948775983287,27,3,MarcaC,False,1.9700816980547708,720p,USB
1439,Auriculares,Audio,1075.4621633223924,27,7,MarcaA,True,4.386730887546566,N/A,3.5mm
1440,Laptop,Computadoras,1460.8856599394517,35,10,MarcaA,False,1.4493084576660986,Full HD,WiFi
1441,Tablet,Computadoras,322.0709305262439,8,13,MarcaB,True,4.470358061357837,HD,WiFi
1442,Monitor,Monitores,1074.3827536926642,7,7,MarcaC,True,3.488416038515431,4K,HDMI
1443,Teclado,Accesorios,776.8752850959424,25,4,MarcaA,True,4.804831492047366,N/A,USB
1444,Mouse,Accesorios,1328.584930690757,6,12,MarcaB,True,0.5679825873606205,N/A,USB
1445,Disco Duro,Almacenamiento,430.2947262816017,8,1,MarcaC,True,0.7659300457002042,1TB,SATA
1446,Impresora,Impresoras,1100.4137378940138,5,1,MarcaA,False,2.7540256727145795,N/A,USB
1447,Router,Redes,1289.5498765425432,19,4,MarcaB,True,4.605704735144218,N/A,WiFi
1448,Cámara Web,Accesorios,1427.9984853162302,37,4,MarcaC,False,3.7885772818856527,720p,USB
1449,Auriculares,Audio,1088.2224367765396,10,6,MarcaA,False,3.2996116963369997,N/A,3.5mm
1450,Laptop,Computadoras,846.3271932109554,11,7,MarcaA,False,0.6422097004708269,Full HD,WiFi
1451,Tablet,Computadoras,1003.201412261578,23,9,MarcaB,False,2.0937370478567416,HD,WiFi
1452,Monitor,Monitores,1329.5764798223338,48,9,MarcaC,True,2.0563380180628577,4K,HDMI
1453,Teclado,Accesorios,941.7926706304786,5,10,MarcaA,False,2.9393855701695757,N/A,USB
1454,Mouse,Accesorios,239.5031776058879,43,12,MarcaB,False,1.6602250070604283,N/A,USB
1455,Disco Duro,Almacenamiento,1410.2333041590712,23,12,MarcaC,False,1.7022007182999201,1TB,SATA
1456,Impresora,Impresoras,1096.3847763410295,49,5,MarcaA,False,3.293873600345417,N/A,USB
1457,Router,Redes,1079.4674015104206,30,10,MarcaB,False,4.750553944913705,N/A,WiFi
1458,Cámara Web,Accesorios,480.3776981170323,48,11,MarcaC,False,3.4708059663651287,720p,USB
1459,Auriculares,Audio,1056.5511113024545,16,3,MarcaA,True,3.506585557914658,N/A,3.5mm
1460,Laptop,Computadoras,712.023727350406,26,3,MarcaA,True,4.93796666024652,Full HD,WiFi
1461,Tablet,Computadoras,1046.6028701539396,17,6,MarcaB,True,1.1906517518140556,HD,WiFi
1462,Monitor,Monitores,338.57093940038794,32,1,MarcaC,False,0.6522564839016218,4K,HDMI
1463,Teclado,Accesorios,1055.1988959839468,18,7,MarcaA,False,3.854812778358342,N/A,USB
1464,Mouse,Accesorios,1499.2378435018666,26,3,MarcaB,False,2.4745434493544245,N/A,USB
1465,Disco Duro,Almacenamiento,262.6756505187228,34,5,MarcaC,True,2.429705096384028,1TB,SATA
1466,Impresora,Impresoras,1470.3264394877124,48,7,MarcaA,False,1.5138651936336456,N/A,USB
1467,Router,Redes,728.9803489397318,24,7,MarcaB,False,2.7808836823356735,N/A,WiFi
1468,Cámara Web,Accesorios,1331.979485438437,48,9,MarcaC,True,2.48977554676193,720p,USB
1469,Auriculares,Audio,1217.1011292757555,31,1,MarcaA,False,2.0545250353084787,N/A,3.5mm
1470,Laptop,Computadoras,937.1211392826681,42,3,MarcaA,True,2.4923532170228846,Full HD,WiFi
1471,Tablet,Computadoras,1159.9839720267246,46,9,MarcaB,False,2.227256468253004,HD,WiFi
1472,Monitor,Monitores,1342.0702296917523,45,8,MarcaC,False,4.729533611402915,4K,HDMI
1473,Teclado,Accesorios,725.3824181463428,38,2,MarcaA,False,4.911132458641259,N/A,USB
1474,Mouse,Accesorios,625.1431100322103,43,8,MarcaB,True,4.279554196302893,N/A,USB
1475,Disco Duro,Almacenamiento,1067.87140123266,45,8,MarcaC,False,4.956863409554562,1TB,SATA
1476,Impresora,Impresoras,1250.1997245236362,48,2,MarcaA,True,1.69573743063131,N/A,USB
1477,Router,Redes,1190.9706752096004,41,8,MarcaB,False,4.293162994635228,N/A,WiFi
1478,Cámara Web,Accesorios,1237.1577435162249,5,3,MarcaC,True,2.3298305535617945,720p,USB
1479,Auriculares,Audio,766.2583092568129,19,7,MarcaA,False,3.8576137899998906,N/A,3.5mm
1480,Laptop,Computadoras,1263.1844810275281,36,13,MarcaA,True,1.4062668828371296,Full HD,WiFi
1481,Tablet,Computadoras,356.27177198179095,12,9,MarcaB,True,4.153802403835883,HD,WiFi
1482,Monitor,Monitores,907.8358273491044,37,4,MarcaC,False,0.8755899177061378,4K,HDMI
1483,Teclado,Accesorios,207.48625864755803,22,11,MarcaA,True,1.7175096802238166,N/A,USB
1484,Mouse,Accesorios,621.9615788703513,49,6,MarcaB,True,4.1987867758122,N/A,USB
1485,Disco Duro,Almacenamiento,676.3999953328173,33,9,MarcaC,True,3.8622164981983316,1TB,SATA
1486,Impresora,Impresoras,715.024499092032,36,11,MarcaA,False,2.7556103974608015,N/A,USB
1487,Router,Redes,1104.1073686968207,37,11,MarcaB,True,3.52756748430594,N/A,WiFi
1488,Cámara Web,Accesorios,705.1255316514495,9,5,MarcaC,False,1.3350831102316834,720p,USB
1489,Auriculares,Audio,783.3017094092899,22,12,MarcaA,True,3.50493630055826,N/A,3.5mm
1490,Laptop,Computadoras,508.8073701366257,14,1,MarcaA,True,0.5358927530367164,Full HD,WiFi
1491,Tablet,Computadoras,685.227329118142,40,3,MarcaB,True,4.249471403216777,HD,WiFi
1492,Monitor,Monitores,495.4505154420969,37,11,MarcaC,True,2.823294235995246,4K,HDMI
1493,Teclado,Accesorios,295.1547008989767,27,9,MarcaA,False,4.747453032243118,N/A,USB
1494,Mouse,Accesorios,984.4831713957913,44,3,MarcaB,False,2.6517392029525184,N/A,USB
1495,Disco Duro,Almacenamiento,1068.6766381215211,9,11,MarcaC,True,2.448892770468535,1TB,SATA
1496,Impresora,Impresoras,1005.3374498124989,38,11,MarcaA,False,2.5252376557901632,N/A,USB
1497,Router,Redes,802.5422569407441,28,10,MarcaB,False,2.1187787912388325,N/A,WiFi
1498,Cámara Web,Accesorios,693.7215142329987,21,2,MarcaC,True,1.2500378772919427,720p,USB
1499,Auriculares,Audio,1322.3337444433728,35,4,MarcaA,True,4.289282271254775,N/A,3.5mm
1500,Laptop,Computadoras,874.8063206770835,11,5,MarcaA,True,2.2508843349123264,Full HD,WiFi
1501,Tablet,Computadoras,822.9364409186503,21,7,MarcaB,True,2.8809879268498633,HD,WiFi
1502,Monitor,Monitores,233.3346855483664,32,7,MarcaC,True,0.5894911240854639,4K,HDMI
1503,Teclado,Accesorios,643.6221759140033,42,9,MarcaA,True,0.7711424272129959,N/A,USB
1504,Mouse,Accesorios,694.2543044216142,26,13,MarcaB,False,3.1873245326503,N/A,USB
1505,Disco Duro,Almacenamiento,718.4696151659706,19,8,MarcaC,True,4.45652637131124,1TB,SATA
1506,Impresora,Impresoras,954.224079995532,41,13,MarcaA,True,2.7202812261173355,N/A,USB
1507,Router,Redes,893.683310744942,19,2,MarcaB,True,1.242385612722785,N/A,WiFi
1508,Cámara Web,Accesorios,990.276620631478,29,12,MarcaC,False,1.02257291464686,720p,USB
1509,Auriculares,Audio,1194.3482400047667,25,8,MarcaA,True,4.549046006268157,N/A,3.5mm
1510,Laptop,Computadoras,1256.8814603309215,42,8,MarcaA,False,3.6573703430686564,Full HD,WiFi
1511,Tablet,Computadoras,1133.5599990944427,6,5,MarcaB,False,4.847879995301557,HD,WiFi
1512,Monitor,Monitores,1442.1808047414152,31,13,MarcaC,False,0.8705687960475483,4K,HDMI
1513,Teclado,Accesorios,223.70235747927012,36,3,MarcaA,True,4.561757847605359,N/A,USB
1514,Mouse,Accesorios,454.51138138860995,25,9,MarcaB,False,4.305345406370671,N/A,USB
1515,Disco Duro,Almacenamiento,209.83173747158474,8,12,MarcaC,True,4.519333323158691,1TB,SATA
1516,Impresora,Impresoras,1041.717128400984,48,7,MarcaA,True,0.525933304732128,N/A,USB
1517,Router,Redes,1367.439713634983,23,1,MarcaB,True,3.838565662372376,N/A,WiFi
1518,Cámara Web,Accesorios,516.526985549189,6,8,MarcaC,True,2.9702215137273753,720p,USB
1519,Auriculares,Audio,1405.1449082351987,30,10,MarcaA,False,3.079307451912889,N/A,3.5mm
1520,Laptop,Computadoras,278.3476073764291,38,13,MarcaA,True,2.6114089430874006,Full HD,WiFi
1521,Tablet,Computadoras,1414.7668348471686,18,5,MarcaB,False,3.842046129866987,HD,WiFi
1522,Monitor,Monitores,657.1094934115247,19,6,MarcaC,False,4.999276807143821,4K,HDMI
1523,Teclado,Accesorios,331.8470769839815,24,9,MarcaA,True,3.6974226167337356,N/A,USB
1524,Mouse,Accesorios,831.6332869422233,38,10,MarcaB,True,3.551226872176953,N/A,USB
1525,Disco Duro,Almacenamiento,533.8095380366603,40,14,MarcaC,False,3.444969720560364,1TB,SATA
1526,Impresora,Impresoras,570.3347725504997,23,8,MarcaA,False,3.6284525143131092,N/A,USB
1527,Router,Redes,599.4769544041726,13,14,MarcaB,True,2.039506103438746,N/A,WiFi
1528,Cámara Web,Accesorios,1243.9336671824624,11,11,MarcaC,True,1.9409888464988843,720p,USB
1529,Auriculares,Audio,900.9096596778309,34,14,MarcaA,True,4.029520902217278,N/A,3.5mm
1530,Laptop,Computadoras,604.7000089028047,17,14,MarcaA,False,0.7388960780883449,Full HD,WiFi
1531,Tablet,Computadoras,993.4339183041939,31,3,MarcaB,True,3.9166148219152275,HD,WiFi
1532,Monitor,Monitores,1130.9958764901517,48,13,MarcaC,True,4.162287133263058,4K,HDMI
1533,Teclado,Accesorios,554.4112009535938,39,5,MarcaA,True,2.847190818138205,N/A,USB
1534,Mouse,Accesorios,737.613831982957,17,4,MarcaB,True,4.595666429358569,N/A,USB
1535,Disco Duro,Almacenamiento,358.4519213380318,19,14,MarcaC,False,2.6288934671623303,1TB,SATA
1536,Impresora,Impresoras,435.4941543950844,13,1,MarcaA,False,1.3013900064312998,N/A,USB
1537,Router,Redes,1085.4532101544778,49,5,MarcaB,True,2.1262939191800276,N/A,WiFi
1538,Cámara Web,Accesorios,435.869852004315,27,10,MarcaC,False,4.576403776689888,720p,USB
1539,Auriculares,Audio,882.7123987671782,40,7,MarcaA,True,4.971822297459742,N/A,3.5mm
1540,Laptop,Computadoras,1121.7601402391624,44,1,MarcaA,False,2.3983428514526755,Full HD,WiFi
1541,Tablet,Computadoras,338.940000023167,7,4,MarcaB,False,1.2508094551714604,HD,WiFi
1542,Monitor,Monitores,937.5058855175746,38,6,MarcaC,True,1.7884817610536203,4K,HDMI
1543,Teclado,Accesorios,533.5316188117729,23,11,MarcaA,True,2.989833541312838,N/A,USB
1544,Mouse,Accesorios,1451.8049378088538,32,12,MarcaB,True,3.0744316322471597,N/A,USB
1545,Disco Duro,Almacenamiento,828.6093407359022,27,9,MarcaC,True,3.33526733012111,1TB,SATA
1546,Impresora,Impresoras,1247.7903147077056,44,11,MarcaA,False,4.259090176576461,N/A,USB
1547,Router,Redes,915.2945048031403,49,8,MarcaB,True,3.7004636825961246,N/A,WiFi
1548,Cámara Web,Accesorios,256.4362927112649,11,2,MarcaC,True,1.6737810192612812,720p,USB
1549,Auriculares,Audio,1023.0967882722291,45,11,MarcaA,True,2.277698273132002,N/A,3.5mm
1550,Laptop,Computadoras,1436.8243448686542,16,3,MarcaA,True,4.279174627118061,Full HD,WiFi
1551,Tablet,Computadoras,982.0953661902305,18,10,MarcaB,True,3.3502220177256996,HD,WiFi
1552,Monitor,Monitores,1264.9455172548273,19,13,MarcaC,True,1.2488812171012558,4K,HDMI
1553,Teclado,Accesorios,1349.46840235293,7,5,MarcaA,False,1.9649246183614335,N/A,USB
1554,Mouse,Accesorios,496.5037035336122,19,11,MarcaB,True,4.059909105939056,N/A,USB
1555,Disco Duro,Almacenamiento,475.65829188069466,28,7,MarcaC,False,1.2744235549552125,1TB,SATA
1556,Impresora,Impresoras,994.2752855062893,12,3,MarcaA,True,3.6097279372435076,N/A,USB
1557,Router,Redes,734.3370107487161,9,12,MarcaB,False,3.0359144130420788,N/A,WiFi
1558,Cámara Web,Accesorios,1291.8196937267364,8,7,MarcaC,False,1.163637078805153,720p,USB
1559,Auriculares,Audio,1370.0300604174145,18,5,MarcaA,False,3.5999551581392137,N/A,3.5mm
1560,Laptop,Computadoras,659.4477930935336,20,10,MarcaA,True,1.1405703679482637,Full HD,WiFi
1561,Tablet,Computadoras,507.9317266668267,24,6,MarcaB,False,2.2929601059935654,HD,WiFi
1562,Monitor,Monitores,1214.6831698170204,28,6,MarcaC,True,1.8885196603603414,4K,HDMI
1563,Teclado,Accesorios,557.2478462125769,10,11,MarcaA,False,3.605044787091309,N/A,USB
1564,Mouse,Accesorios,1269.3986140677819,35,11,MarcaB,True,4.020630604729936,N/A,USB
1565,Disco Duro,Almacenamiento,750.8597297433917,10,14,MarcaC,True,1.2574246188016107,1TB,SATA
1566,Impresora,Impresoras,1067.8148690789117,39,12,MarcaA,False,4.153985341695238,N/A,USB
1567,Router,Redes,324.19590798506863,19,4,MarcaB,True,0.5324632519755101,N/A,WiFi
1568,Cámara Web,Accesorios,1011.017122079545,33,12,MarcaC,False,2.8852634630413982,720p,USB
1569,Auriculares,Audio,787.2979823583978,7,8,MarcaA,False,2.825550004436032,N/A,3.5mm
1570,Laptop,Computadoras,962.5910021281163,15,9,MarcaA,True,3.3071964383831887,Full HD,WiFi
1571,Tablet,Computadoras,418.41847006832245,7,2,MarcaB,False,1.5786523865060373,HD,WiFi
1572,Monitor,Monitores,1157.9358684274366,32,9,MarcaC,True,0.5443557346859065,4K,HDMI
1573,Teclado,Accesorios,1321.6362008061972,14,11,MarcaA,False,2.5464331226362975,N/A,USB
1574,Mouse,Accesorios,481.76174011800833,37,12,MarcaB,True,0.8213279506621454,N/A,USB
1575,Disco Duro,Almacenamiento,324.4289221762102,20,4,MarcaC,True,4.514872490630907,1TB,SATA
1576,Impresora,Impresoras,230.73016186023733,14,6,MarcaA,True,1.2814984656012802,N/A,USB
1577,Router,Redes,1034.5629505762458,37,14,MarcaB,False,2.4135483537439724,N/A,WiFi
1578,Cámara Web,Accesorios,989.222246915415,40,7,MarcaC,True,2.4530017560817265,720p,USB
1579,Auriculares,Audio,910.706636528291,7,4,MarcaA,True,2.9878909152719215,N/A,3.5mm
1580,Laptop,Computadoras,501.53122495076803,9,8,MarcaA,True,4.021395569466788,Full HD,WiFi
1581,Tablet,Computadoras,708.177794677169,16,13,MarcaB,True,2.624666677289508,HD,WiFi
1582,Monitor,Monitores,972.819235742025,48,14,MarcaC,True,0.615889702492129,4K,HDMI
1583,Teclado,Accesorios,845.7969165169202,17,10,MarcaA,True,3.969996850287903,N/A,USB
1584,Mouse,Accesorios,1484.1211762793534,28,8,MarcaB,True,0.8697799157940118,N/A,USB
1585,Disco Duro,Almacenamiento,377.37167832375303,48,1,MarcaC,True,3.3869898151648887,1TB,SATA
1586,Impresora,Impresoras,1103.687920261872,36,8,MarcaA,True,4.115432788933529,N/A,USB
1587,Router,Redes,725.6143985355798,20,10,MarcaB,False,1.772105776164697,N/A,WiFi
1588,Cámara Web,Accesorios,756.6594994032992,36,14,MarcaC,True,2.5209791675781403,720p,USB
1589,Auriculares,Audio,1132.877095355629,49,12,MarcaA,True,0.5645112898361748,N/A,3.5mm
1590,Laptop,Computadoras,1100.1669967216806,41,3,MarcaA,True,4.117438398154484,Full HD,WiFi
1591,Tablet,Computadoras,1488.6327918128447,40,5,MarcaB,False,3.664674904643687,HD,WiFi
1592,Monitor,Monitores,366.91257629036284,25,14,MarcaC,True,1.5412432747452938,4K,HDMI
1593,Teclado,Accesorios,335.34254419941624,16,10,MarcaA,True,2.256017890396052,N/A,USB
1594,Mouse,Accesorios,1141.6404622673635,25,8,MarcaB,False,3.628924258105001,N/A,USB
1595,Disco Duro,Almacenamiento,951.9029921083318,25,11,MarcaC,False,2.11173404833043,1TB,SATA
1596,Impresora,Impresoras,556.4088665277477,47,6,MarcaA,False,1.230866490009649,N/A,USB
1597,Router,Redes,303.2451796856826,10,4,MarcaB,True,2.833274879950587,N/A,WiFi
1598,Cámara Web,Accesorios,311.3557244753597,13,4,MarcaC,True,3.756054066288979,720p,USB
1599,Auriculares,Audio,1362.4481370633537,5,12,MarcaA,True,1.9436427815132564,N/A,3.5mm
1600,Laptop,Computadoras,449.42752213436574,16,4,MarcaA,True,1.0479752224000602,Full HD,WiFi
1601,Tablet,Computadoras,620.383030750177,18,6,MarcaB,False,4.232948728153895,HD,WiFi
1602,Monitor,Monitores,494.65332289508444,10,7,MarcaC,False,1.637608399012054,4K,HDMI
1603,Teclado,Accesorios,661.4951975815185,5,13,MarcaA,True,2.8076672934797293,N/A,USB
1604,Mouse,Accesorios,290.2509955699214,26,5,MarcaB,False,3.6110441727015936,N/A,USB
1605,Disco Duro,Almacenamiento,874.7777281807515,38,10,MarcaC,True,1.9268384017739935,1TB,SATA
1606,Impresora,Impresoras,287.89633266987937,15,14,MarcaA,True,3.4188644181758825,N/A,USB
1607,Router,Redes,1240.46346016907,7,8,MarcaB,True,2.568692778986877,N/A,WiFi
1608,Cámara Web,Accesorios,503.82570648356295,46,7,MarcaC,True,3.0669649480573073,720p,USB
1609,Auriculares,Audio,902.0154889858637,10,8,MarcaA,False,3.1575924662762422,N/A,3.5mm
1610,Laptop,Computadoras,1344.1028138298957,10,4,MarcaA,False,4.2086780910359884,Full HD,WiFi
1611,Tablet,Computadoras,1046.1405797613525,24,8,MarcaB,True,3.453468230459014,HD,WiFi
1612,Monitor,Monitores,892.8451225167358,25,13,MarcaC,True,1.6893801148298473,4K,HDMI
1613,Teclado,Accesorios,621.6338790499883,6,6,MarcaA,False,0.7682195351230081,N/A,USB
1614,Mouse,Accesorios,632.9024869756573,30,3,MarcaB,False,0.5089349483380974,N/A,USB
1615,Disco Duro,Almacenamiento,1070.3330417576472,35,13,MarcaC,True,4.569878231451479,1TB,SATA
1616,Impresora,Impresoras,1492.381169587518,30,8,MarcaA,False,4.7394952331099285,N/A,USB
1617,Router,Redes,1060.3909468041923,36,13,MarcaB,False,0.9235016944910057,N/A,WiFi
1618,Cámara Web,Accesorios,925.1184425810324,14,7,MarcaC,False,2.691741282270116,720p,USB
1619,Auriculares,Audio,1149.84566331102,27,10,MarcaA,True,1.182178415572405,N/A,3.5mm
1620,Laptop,Computadoras,804.7672959688337,10,5,MarcaA,False,4.769370890168381,Full HD,WiFi
1621,Tablet,Computadoras,278.1850453810208,27,11,MarcaB,False,1.6107463257013568,HD,WiFi
1622,Monitor,Monitores,930.9858606412828,32,4,MarcaC,False,2.757411930186495,4K,HDMI
1623,Teclado,Accesorios,1444.9128698569943,34,1,MarcaA,False,1.2452908627981254,N/A,USB
1624,Mouse,Accesorios,427.8938250649575,18,10,MarcaB,False,1.9974248802637804,N/A,USB
1625,Disco Duro,Almacenamiento,1097.0063580668655,41,3,MarcaC,True,1.700628624172314,1TB,SATA
1626,Impresora,Impresoras,461.21379525677344,36,2,MarcaA,False,2.639417193374835,N/A,USB
1627,Router,Redes,896.5759898150056,38,8,MarcaB,False,2.389018829099668,N/A,WiFi
1628,Cámara Web,Accesorios,325.6793845407355,45,14,MarcaC,False,1.9885900757016888,720p,USB
1629,Auriculares,Audio,785.4822171356407,48,8,MarcaA,False,0.9764492794178543,N/A,3.5mm
1630,Laptop,Computadoras,1183.0123275638198,26,12,MarcaA,True,2.6801915990312666,Full HD,WiFi
1631,Tablet,Computadoras,651.8429815106767,35,5,MarcaB,True,4.325936081411985,HD,WiFi
1632,Monitor,Monitores,1064.3852418333836,11,14,MarcaC,True,3.7860050146350472,4K,HDMI
1633,Teclado,Accesorios,1234.084949026648,45,5,MarcaA,False,3.7425869787320125,N/A,USB
1634,Mouse,Accesorios,1405.3311653232884,25,11,MarcaB,False,2.1474128153538894,N/A,USB
1635,Disco Duro,Almacenamiento,505.03470641208963,20,4,MarcaC,True,3.6878858630692313,1TB,SATA
1636,Impresora,Impresoras,719.1106905521006,24,1,MarcaA,True,2.5948916662996337,N/A,USB
1637,Router,Redes,398.14081732954264,47,1,MarcaB,True,1.1762424087717618,N/A,WiFi
1638,Cámara Web,Accesorios,1490.2285528058878,48,13,MarcaC,True,2.3857238749012293,720p,USB
1639,Auriculares,Audio,1405.1012583015838,23,6,MarcaA,True,1.0973238396421885,N/A,3.5mm
1640,Laptop,Computadoras,901.9442693647275,36,4,MarcaA,True,1.0151726850794116,Full HD,WiFi
1641,Tablet,Computadoras,1294.6432826893476,19,4,MarcaB,False,0.6037668880592483,HD,WiFi
1642,Monitor,Monitores,877.2453704536548,9,3,MarcaC,False,1.7728443543623744,4K,HDMI
1643,Teclado,Accesorios,1010.6613944035876,15,14,MarcaA,True,1.9889365290887517,N/A,USB
1644,Mouse,Accesorios,315.8617617508216,19,9,MarcaB,False,3.647496708223217,N/A,USB
1645,Disco Duro,Almacenamiento,1181.8515466458502,33,3,MarcaC,False,2.9210215319815265,1TB,SATA
1646,Impresora,Impresoras,366.02752872580527,49,8,MarcaA,True,4.363023704239904,N/A,USB
1647,Router,Redes,1273.887919328287,8,2,MarcaB,True,1.2941178201754542,N/A,WiFi
1648,Cámara Web,Accesorios,1216.6365139715017,40,4,MarcaC,False,1.6968049063691633,720p,USB
1649,Auriculares,Audio,1121.3681070658695,27,1,MarcaA,False,4.734842500145371,N/A,3.5mm
1650,Laptop,Computadoras,247.00849468219076,19,11,MarcaA,False,2.4982036150091647,Full HD,WiFi
1651,Tablet,Computadoras,594.0668627289272,48,5,MarcaB,True,4.050729243718951,HD,WiFi
1652,Monitor,Monitores,542.0463408840958,7,2,MarcaC,False,2.714754418922701,4K,HDMI
1653,Teclado,Accesorios,668.1773297129748,36,11,MarcaA,True,2.6198854566158642,N/A,USB
1654,Mouse,Accesorios,313.9355707929901,14,13,MarcaB,True,1.1665232961333907,N/A,USB
1655,Disco Duro,Almacenamiento,1418.0451699403816,44,1,MarcaC,False,4.330398249268638,1TB,SATA
1656,Impresora,Impresoras,919.9429129260892,42,1,MarcaA,True,0.8525987624643558,N/A,USB
1657,Router,Redes,597.1816038554307,26,2,MarcaB,True,1.8961749259386869,N/A,WiFi
1658,Cámara Web,Accesorios,716.0759721965685,18,5,MarcaC,True,3.5306063227408075,720p,USB
1659,Auriculares,Audio,781.3633026562864,21,12,MarcaA,False,2.782658978636134,N/A,3.5mm
1660,Laptop,Computadoras,980.7726333688025,25,9,MarcaA,False,4.466202471371913,Full HD,WiFi
1661,Tablet,Computadoras,870.3832560054472,19,6,MarcaB,False,0.6768407875456217,HD,WiFi
1662,Monitor,Monitores,1395.2095651787427,19,12,MarcaC,True,3.422333837748786,4K,HDMI
1663,Teclado,Accesorios,846.0525277775794,5,4,MarcaA,False,2.648594617822062,N/A,USB
1664,Mouse,Accesorios,1489.8054192703064,28,3,MarcaB,True,1.1944032056044291,N/A,USB
1665,Disco Duro,Almacenamiento,1306.8524450686245,16,8,MarcaC,False,3.844633582006671,1TB,SATA
1666,Impresora,Impresoras,471.0636686645365,14,3,MarcaA,True,2.350880849327108,N/A,USB
